shopid,itemid,url
100778293,4341386676,https://shopee.vn/api/v2/item/get?itemid=4341386676&shopid=100778293
100778293,7141167357,https://shopee.vn/api/v2/item/get?itemid=7141167357&shopid=100778293
100778293,5848121322,https://shopee.vn/api/v2/item/get?itemid=5848121322&shopid=100778293
100778293,1645093278,https://shopee.vn/api/v2/item/get?itemid=1645093278&shopid=100778293
100778293,11157504299,https://shopee.vn/api/v2/item/get?itemid=11157504299&shopid=100778293
100778293,15436369141,https://shopee.vn/api/v2/item/get?itemid=15436369141&shopid=100778293
100778293,16414971468,https://shopee.vn/api/v2/item/get?itemid=16414971468&shopid=100778293
100778293,15537284157,https://shopee.vn/api/v2/item/get?itemid=15537284157&shopid=100778293
100778293,5044105582,https://shopee.vn/api/v2/item/get?itemid=5044105582&shopid=100778293
100778293,8638148616,https://shopee.vn/api/v2/item/get?itemid=8638148616&shopid=100778293
100778293,5938386993,https://shopee.vn/api/v2/item/get?itemid=5938386993&shopid=100778293
100778293,14706872045,https://shopee.vn/api/v2/item/get?itemid=14706872045&shopid=100778293
100778293,14251937843,https://shopee.vn/api/v2/item/get?itemid=14251937843&shopid=100778293
100778293,4854718094,https://shopee.vn/api/v2/item/get?itemid=4854718094&shopid=100778293
100778293,2285776259,https://shopee.vn/api/v2/item/get?itemid=2285776259&shopid=100778293
100778293,8359293483,https://shopee.vn/api/v2/item/get?itemid=8359293483&shopid=100778293
100778293,5923834198,https://shopee.vn/api/v2/item/get?itemid=5923834198&shopid=100778293
100778293,4040519859,https://shopee.vn/api/v2/item/get?itemid=4040519859&shopid=100778293
100778293,6783730744,https://shopee.vn/api/v2/item/get?itemid=6783730744&shopid=100778293
100778293,9532957768,https://shopee.vn/api/v2/item/get?itemid=9532957768&shopid=100778293
100778293,9704626125,https://shopee.vn/api/v2/item/get?itemid=9704626125&shopid=100778293
100778293,5244937926,https://shopee.vn/api/v2/item/get?itemid=5244937926&shopid=100778293
100778293,3754963100,https://shopee.vn/api/v2/item/get?itemid=3754963100&shopid=100778293
100778293,3744975000,https://shopee.vn/api/v2/item/get?itemid=3744975000&shopid=100778293
100778293,10567326767,https://shopee.vn/api/v2/item/get?itemid=10567326767&shopid=100778293
100778293,11574501445,https://shopee.vn/api/v2/item/get?itemid=11574501445&shopid=100778293
100778293,6484065486,https://shopee.vn/api/v2/item/get?itemid=6484065486&shopid=100778293
100778293,9503018049,https://shopee.vn/api/v2/item/get?itemid=9503018049&shopid=100778293
100778293,3625855746,https://shopee.vn/api/v2/item/get?itemid=3625855746&shopid=100778293
100778293,6625823002,https://shopee.vn/api/v2/item/get?itemid=6625823002&shopid=100778293
100778293,6335232677,https://shopee.vn/api/v2/item/get?itemid=6335232677&shopid=100778293
100778293,11415484219,https://shopee.vn/api/v2/item/get?itemid=11415484219&shopid=100778293
100778293,3430619464,https://shopee.vn/api/v2/item/get?itemid=3430619464&shopid=100778293
100778293,4340339042,https://shopee.vn/api/v2/item/get?itemid=4340339042&shopid=100778293
100778293,4237209869,https://shopee.vn/api/v2/item/get?itemid=4237209869&shopid=100778293
100778293,4133637397,https://shopee.vn/api/v2/item/get?itemid=4133637397&shopid=100778293
100778293,5047641037,https://shopee.vn/api/v2/item/get?itemid=5047641037&shopid=100778293
100778293,3455018860,https://shopee.vn/api/v2/item/get?itemid=3455018860&shopid=100778293
100778293,10468257722,https://shopee.vn/api/v2/item/get?itemid=10468257722&shopid=100778293
100778293,9623300403,https://shopee.vn/api/v2/item/get?itemid=9623300403&shopid=100778293
100778293,7233479095,https://shopee.vn/api/v2/item/get?itemid=7233479095&shopid=100778293
100778293,4731725263,https://shopee.vn/api/v2/item/get?itemid=4731725263&shopid=100778293
100778293,10906896658,https://shopee.vn/api/v2/item/get?itemid=10906896658&shopid=100778293
100778293,5547641504,https://shopee.vn/api/v2/item/get?itemid=5547641504&shopid=100778293
100778293,2288959965,https://shopee.vn/api/v2/item/get?itemid=2288959965&shopid=100778293
100778293,4123495710,https://shopee.vn/api/v2/item/get?itemid=4123495710&shopid=100778293
100778293,10325466290,https://shopee.vn/api/v2/item/get?itemid=10325466290&shopid=100778293
100778293,3489204788,https://shopee.vn/api/v2/item/get?itemid=3489204788&shopid=100778293
100778293,3621443353,https://shopee.vn/api/v2/item/get?itemid=3621443353&shopid=100778293
100778293,11007249270,https://shopee.vn/api/v2/item/get?itemid=11007249270&shopid=100778293
100778293,4548913963,https://shopee.vn/api/v2/item/get?itemid=4548913963&shopid=100778293
100778293,7044753917,https://shopee.vn/api/v2/item/get?itemid=7044753917&shopid=100778293
100778293,8375328654,https://shopee.vn/api/v2/item/get?itemid=8375328654&shopid=100778293
100778293,8457039257,https://shopee.vn/api/v2/item/get?itemid=8457039257&shopid=100778293
100778293,8456515780,https://shopee.vn/api/v2/item/get?itemid=8456515780&shopid=100778293
100778293,1647609816,https://shopee.vn/api/v2/item/get?itemid=1647609816&shopid=100778293
100778293,7023500104,https://shopee.vn/api/v2/item/get?itemid=7023500104&shopid=100778293
100778293,8739836009,https://shopee.vn/api/v2/item/get?itemid=8739836009&shopid=100778293
100778293,7229202799,https://shopee.vn/api/v2/item/get?itemid=7229202799&shopid=100778293
100778293,7023496009,https://shopee.vn/api/v2/item/get?itemid=7023496009&shopid=100778293
100778293,5145399266,https://shopee.vn/api/v2/item/get?itemid=5145399266&shopid=100778293
100778293,5544156664,https://shopee.vn/api/v2/item/get?itemid=5544156664&shopid=100778293
100778293,7555452724,https://shopee.vn/api/v2/item/get?itemid=7555452724&shopid=100778293
100778293,6247197105,https://shopee.vn/api/v2/item/get?itemid=6247197105&shopid=100778293
100778293,4344748428,https://shopee.vn/api/v2/item/get?itemid=4344748428&shopid=100778293
100778293,2285815478,https://shopee.vn/api/v2/item/get?itemid=2285815478&shopid=100778293
100778293,3793563412,https://shopee.vn/api/v2/item/get?itemid=3793563412&shopid=100778293
100778293,14455733078,https://shopee.vn/api/v2/item/get?itemid=14455733078&shopid=100778293
100778293,6425744253,https://shopee.vn/api/v2/item/get?itemid=6425744253&shopid=100778293
100778293,9358563612,https://shopee.vn/api/v2/item/get?itemid=9358563612&shopid=100778293
100778293,13414200116,https://shopee.vn/api/v2/item/get?itemid=13414200116&shopid=100778293
100778293,11742118901,https://shopee.vn/api/v2/item/get?itemid=11742118901&shopid=100778293
100778293,11002983357,https://shopee.vn/api/v2/item/get?itemid=11002983357&shopid=100778293
100778293,7368635119,https://shopee.vn/api/v2/item/get?itemid=7368635119&shopid=100778293
100778293,6647637462,https://shopee.vn/api/v2/item/get?itemid=6647637462&shopid=100778293
100778293,9487583060,https://shopee.vn/api/v2/item/get?itemid=9487583060&shopid=100778293
100778293,3741606553,https://shopee.vn/api/v2/item/get?itemid=3741606553&shopid=100778293
100778293,12465433847,https://shopee.vn/api/v2/item/get?itemid=12465433847&shopid=100778293
100778293,3463681446,https://shopee.vn/api/v2/item/get?itemid=3463681446&shopid=100778293
100778293,6544769298,https://shopee.vn/api/v2/item/get?itemid=6544769298&shopid=100778293
100778293,3423580123,https://shopee.vn/api/v2/item/get?itemid=3423580123&shopid=100778293
100778293,4068675071,https://shopee.vn/api/v2/item/get?itemid=4068675071&shopid=100778293
100778293,3633720679,https://shopee.vn/api/v2/item/get?itemid=3633720679&shopid=100778293
100778293,9717254644,https://shopee.vn/api/v2/item/get?itemid=9717254644&shopid=100778293
100778293,4133622628,https://shopee.vn/api/v2/item/get?itemid=4133622628&shopid=100778293
100778293,4225752850,https://shopee.vn/api/v2/item/get?itemid=4225752850&shopid=100778293
100778293,6048214289,https://shopee.vn/api/v2/item/get?itemid=6048214289&shopid=100778293
100778293,5475663966,https://shopee.vn/api/v2/item/get?itemid=5475663966&shopid=100778293
100778293,12424944517,https://shopee.vn/api/v2/item/get?itemid=12424944517&shopid=100778293
100778293,5557886074,https://shopee.vn/api/v2/item/get?itemid=5557886074&shopid=100778293
100778293,2284899674,https://shopee.vn/api/v2/item/get?itemid=2284899674&shopid=100778293
100778293,5531723342,https://shopee.vn/api/v2/item/get?itemid=5531723342&shopid=100778293
100778293,7741383538,https://shopee.vn/api/v2/item/get?itemid=7741383538&shopid=100778293
100778293,5447650041,https://shopee.vn/api/v2/item/get?itemid=5447650041&shopid=100778293
100778293,7525746654,https://shopee.vn/api/v2/item/get?itemid=7525746654&shopid=100778293
100778293,11657975599,https://shopee.vn/api/v2/item/get?itemid=11657975599&shopid=100778293
100778293,3933716834,https://shopee.vn/api/v2/item/get?itemid=3933716834&shopid=100778293
100778293,3845501619,https://shopee.vn/api/v2/item/get?itemid=3845501619&shopid=100778293
100778293,6133626934,https://shopee.vn/api/v2/item/get?itemid=6133626934&shopid=100778293
100778293,3892229714,https://shopee.vn/api/v2/item/get?itemid=3892229714&shopid=100778293
100778293,4341498331,https://shopee.vn/api/v2/item/get?itemid=4341498331&shopid=100778293
100778293,5141453556,https://shopee.vn/api/v2/item/get?itemid=5141453556&shopid=100778293
100778293,4537321669,https://shopee.vn/api/v2/item/get?itemid=4537321669&shopid=100778293
100778293,3433386535,https://shopee.vn/api/v2/item/get?itemid=3433386535&shopid=100778293
100778293,6241382863,https://shopee.vn/api/v2/item/get?itemid=6241382863&shopid=100778293
100778293,8186332784,https://shopee.vn/api/v2/item/get?itemid=8186332784&shopid=100778293
100778293,15606768840,https://shopee.vn/api/v2/item/get?itemid=15606768840&shopid=100778293
100778293,3837316819,https://shopee.vn/api/v2/item/get?itemid=3837316819&shopid=100778293
100778293,10945037723,https://shopee.vn/api/v2/item/get?itemid=10945037723&shopid=100778293
100778293,3275807340,https://shopee.vn/api/v2/item/get?itemid=3275807340&shopid=100778293
100778293,12424926956,https://shopee.vn/api/v2/item/get?itemid=12424926956&shopid=100778293
100778293,16106935518,https://shopee.vn/api/v2/item/get?itemid=16106935518&shopid=100778293
100778293,11146262605,https://shopee.vn/api/v2/item/get?itemid=11146262605&shopid=100778293
100778293,14419069102,https://shopee.vn/api/v2/item/get?itemid=14419069102&shopid=100778293
100778293,7668624574,https://shopee.vn/api/v2/item/get?itemid=7668624574&shopid=100778293
100778293,5023835224,https://shopee.vn/api/v2/item/get?itemid=5023835224&shopid=100778293
100778293,8888476475,https://shopee.vn/api/v2/item/get?itemid=8888476475&shopid=100778293
100778293,3325845915,https://shopee.vn/api/v2/item/get?itemid=3325845915&shopid=100778293
100778293,2291149405,https://shopee.vn/api/v2/item/get?itemid=2291149405&shopid=100778293
100778293,4123488419,https://shopee.vn/api/v2/item/get?itemid=4123488419&shopid=100778293
100778293,4545413488,https://shopee.vn/api/v2/item/get?itemid=4545413488&shopid=100778293
100778293,4541503648,https://shopee.vn/api/v2/item/get?itemid=4541503648&shopid=100778293
100778293,3837320231,https://shopee.vn/api/v2/item/get?itemid=3837320231&shopid=100778293
100778293,7145419004,https://shopee.vn/api/v2/item/get?itemid=7145419004&shopid=100778293
100778293,6445406573,https://shopee.vn/api/v2/item/get?itemid=6445406573&shopid=100778293
100778293,5041507331,https://shopee.vn/api/v2/item/get?itemid=5041507331&shopid=100778293
100778293,3593491942,https://shopee.vn/api/v2/item/get?itemid=3593491942&shopid=100778293
100778293,6762008138,https://shopee.vn/api/v2/item/get?itemid=6762008138&shopid=100778293
