shop_name,shopid,shop_ctime,shop_country,shop_item_count,shop_place,shop_rating_star,shop_rating_bad,shop_rating_normal,shop_rating_good
HDY Official Shop,100778293,2018-11-02 09:12:43,VN,168,,4.831628,402,832,25769
